"","Fine_STE","Medium_STE","Coarse_STE","Taxon","Taxon.Serial.Number","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Exclusion_reason","Excluded","Coarse_STE_rank","Medium_STE_rank","Fine_STE_rank","Coarse_STE_attribute_use","Medium_STE_attribute_use","Fine_STE_attribute_use","Coarse_STE_HBI_use","Medium_STE_HBI_use","Fine_STE_HBI_use","Coarse_STE_MTI_use","Medium_STE_MTI_use","Fine_STE_MTI_use","Coarse_STE_FSBI_use","Medium_STE_FSBI_use","Fine_STE_FSBI_use","Coarse_STE_FSBI_use2","Medium_STE_FSBI_use2","Fine_STE_FSBI_use2"
"586","Heterosternuta","Heterosternuta","Dytiscidae","Heterosternuta",728249,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Dytiscidae","Hydroporinae","","Hydroporini","","","Heterosternuta","","","","",NA,NA,"Family","Genus","Genus","Dytiscidae","Heterosternuta","Heterosternuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Heterotanytarsus","Orthocladiinae","Chironomidae","Heterotanytarsus",128734,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Heterotanytarsus","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Heterotanytarsus","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","Heterotrissocladius","Orthocladiinae","Chironomidae","Heterotrissocladius",128737,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Heterotrissocladius","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Heterotrissocladius","Chironomidae","Orthocladiinae","Heterotrissocladius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Heterotrissocladius Marcidus Group","Orthocladiinae","Chironomidae","Heterotrissocladius Marcidus Group",-139,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Heterotrissocladius","Heterotrissocladius Marcidus Group","","","",NA,NA,"Family","Subfamily","Species.Group","Chironomidae","Orthocladiinae","Heterotrissocladius Marcidus Group","Chironomidae","Orthocladiinae","Heterotrissocladius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","Hexacola","Hexacola","Hexacola","Hexacola",154032,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Hymenoptera","Apocrita","Terebrantes","Cynipoidea","Figitidae","","","","","","Hexacola","","","","","Figitidae",TRUE,"Genus","Genus","Genus",NA,NA,NA,"Hymenoptera","Hymenoptera","Hymenoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Hexagenia","Hexagenia","Hexagenia","Hexagenia",101537,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Scapphodonta","Ephemeroidea","Ephemeridae","","","","","","Hexagenia","","","","",NA,NA,"Genus","Genus","Genus","Ephemeroptera","Ephemeroptera","Ephemeroptera","Hexagenia","Hexagenia","Hexagenia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Hexatoma","Hexatoma","Hexatoma","Hexatoma",120094,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Limoniinae","","Hexatomini","","","Hexatoma","","","","",NA,NA,"Genus","Genus","Genus","Hexatoma","Hexatoma","Hexatoma","Hexatoma","Hexatoma","Hexatoma","Hexatoma","Hexatoma","Hexatoma",NA,NA,NA,"Hexatoma","Hexatoma","Hexatoma"
"593","Himalopsyche","Himalopsyche","Himalopsyche","Himalopsyche",115243,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Himalopsyche","","","","",NA,NA,"Genus","Genus","Genus","Rhyacophilidae","Rhyacophilidae","Rhyacophilidae","Rhyacophilidae","Rhyacophilidae","Rhyacophilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","Hirudinea","Hirudinea","Hirudinea","Hirudinea",69290,"Annelida","","","Clitellata","Hirudinea","","","","","","","","","","","","","","","","","",NA,NA,"Subclass","Subclass","Subclass","Hirudinea","Hirudinea","Hirudinea","Hirudinea","Hirudinea","Hirudinea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Hirudinida","Hirudinida","Hirudinida","Hirudinida",1048708,"Annelida","","","Clitellata","Lumbriculata","","","Hirudinida","","","","","","","","","","","","","","",NA,NA,"Order","Order","Order","Annelida","Annelida","Annelida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Hirudinidae","Hirudinidae","Hirudinidae","Hirudinidae",69407,"Annelida","","","Clitellata","Hirudinea","Euhirudinea","","Arhynchobdellida","","","","Hirudinidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Hirudinea","Hirudinea","Hirudinea","Hirudinidae","Hirudinidae","Hirudinidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Holorusia","Holorusia","Holorusia","Holorusia",118890,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Tipulinae","","","","","Holorusia","","","","",NA,NA,"Genus","Genus","Genus","Tipulidae","Tipulidae","Tipulidae","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Holorusia hespera","Holorusia hespera","Holorusia hespera","Holorusia hespera",-229,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Tipulinae","","","","","Holorusia","","","hespera","",NA,NA,"Species","Species","Species","Tipulidae","Tipulidae","Tipulidae","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","Homophylax","Homophylax","Homophylax","Homophylax",116286,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","Limnephilinae","","Chilostigmini","","","Homophylax","","","","",NA,NA,"Genus","Genus","Genus","Homophylax","Homophylax","Homophylax","Homophylax","Homophylax","Homophylax",NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","hoodi","Lepidostoma","Lepidostoma","Lepidostoma hoodi",116879,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","Nosopus","hoodi","",NA,NA,"Genus","Genus","Species","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"601","Hyalella","Hyalella","Hyalella","Hyalella",94025,"Arthropoda","Crustacea","","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","","","Hyalellidae","","","","","","Hyalella","","","","",NA,NA,"Genus","Genus","Genus","Hyalella","Hyalella","Hyalella","Hyalella","Hyalella","Hyalella",NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Hyalella azteca","Hyalella azteca","Hyalella azteca","Hyalella azteca",94026,"Arthropoda","Crustacea","","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","","","Hyalellidae","","","","","","Hyalella","","","azteca","",NA,NA,"Species","Species","Species","Hyalella azteca","Hyalella azteca","Hyalella azteca","Hyalella","Hyalella","Hyalella","Hyalella azteca","Hyalella azteca","Hyalella azteca",NA,NA,NA,"Hyalella azteca","Hyalella azteca","Hyalella azteca"
"603","Hyalellidae","Hyalellidae","Hyalellidae","Hyalellidae",94022,"Arthropoda","Crustacea","","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","","","Hyalellidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Amphipoda","Amphipoda","Amphipoda","Amphipoda","Amphipoda","Amphipoda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","hyalinata","Rhyacophila","Rhyacophila","Rhyacophila hyalinata",115159,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Rhyacophiloidea","Rhyacophilidae","","","","","","Rhyacophila","","","hyalinata","",NA,NA,"Genus","Genus","Species","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila","Rhyacophila",NA,NA,NA,NA,NA,NA,"Rhyacophila","Rhyacophila","Rhyacophila"
"605","Hybomitra","Hybomitra","Hybomitra","Hybomitra",131321,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Brachycera","Tabanomorpha","","Tabanidae","Tabaninae","","Tabanini","","","Hybomitra","","","","",NA,NA,"Genus","Genus","Genus","Hybomitra","Hybomitra","Hybomitra","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Hydaticus","Hydaticus","Dytiscidae","Hydaticus",112172,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Dytiscidae","Dytiscinae","","Hydaticini","","","Hydaticus","","","","",NA,NA,"Family","Genus","Genus","Dytiscidae","Dytiscidae","Dytiscidae",NA,"Hydaticus","Hydaticus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","Hydatophylax","Hydatophylax","Hydatophylax","Hydatophylax",115995,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Limnephilidae","Limnephilinae","","Stenophylacini","","","Hydatophylax","","","","",NA,NA,"Genus","Genus","Genus","Hydatophylax","Hydatophylax","Hydatophylax","Hydatophylax","Hydatophylax","Hydatophylax",NA,NA,NA,NA,NA,NA,"Hydatophylax","Hydatophylax","Hydatophylax"
"608","Hydra","Hydra","Hydra","Hydra",50845,"Cnidaria","","","Hydrozoa","Hydroidolina","","","Anthoathecatae","Capitata","","","Hydridae","","","","","","Hydra","","","","",NA,NA,"Genus","Genus","Genus","Hydra","Hydra","Hydra","Hydra","Hydra","Hydra","Hydra","Hydra","Hydra",NA,NA,NA,NA,NA,NA
"609","Hydrachna","Acari","Acari","Hydrachna",83123,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Hydrachnidae","","","","","","Hydrachna","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Hydrachnidae","Acari","Acari","Hydrachnidae",83122,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Hydrachnidae","","","","","","","","","","","Acari",FALSE,"Subclass","Subclass","Family","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Hydraena","Hydraena","Hydraena","Hydraena",112757,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Staphyliniformia","Staphylinoidea","Hydraenidae","","","","","","Hydraena","","","","",NA,NA,"Genus","Genus","Genus","Hydraena","Hydraena","Hydraena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Hydraenidae","Hydraenidae","Hydraenidae","Hydraenidae",112756,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Staphyliniformia","Staphylinoidea","Hydraenidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Coleoptera","Coleoptera","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","Hydridae","Hydridae","Hydridae","Hydridae",50844,"Cnidaria","","","Hydrozoa","Hydroidolina","","","Anthoathecatae","Capitata","","","Hydridae","","","","","","","","","","",NA,NA,"Family","Family","Family","Hydrozoa","Hydrozoa","Hydrozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Hydrobaenus","Orthocladiinae","Chironomidae","Hydrobaenus",128750,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Hydrobaenus","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Hydrobaenus","Chironomidae","Orthocladiinae","Hydrobaenus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","Hydrobia","Hydrobia","Hydrobiidae","Hydrobia",70494,"Mollusca","","","Gastropoda","","","","Neotaenioglossa","","","","Hydrobiidae","","","","","","Hydrobia","","","","",NA,NA,"Family","Genus","Genus","Hydrobiidae","Hydrobiidae","Hydrobiidae","Gastropoda","Gastropoda","Gastropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Hydrobiidae","Hydrobiidae","Hydrobiidae","Hydrobiidae",70493,"Mollusca","","","Gastropoda","","","","Neotaenioglossa","","","","Hydrobiidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Hydrobiidae","Hydrobiidae","Hydrobiidae","Gastropoda","Gastropoda","Gastropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Hydrobius","Hydrobius","Hydrobius","Hydrobius",113196,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","Hydrophilinae","","Hydrophilini","","","Hydrobius","","","","",NA,NA,"Genus","Genus","Genus","Hydrophilidae","Hydrophilidae","Hydrophilidae","Hydrobius","Hydrobius","Hydrobius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Hydrochus","Hydrochus","Hydrochus","Hydrochus",113166,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrochidae","","","","","","Hydrochus","","","","",NA,NA,"Genus","Genus","Genus","Hydrochus","Hydrochus","Hydrochus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Hydrodroma","Acari","Acari","Hydrodroma",83225,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Hydrodromidae","","","","","","Hydrodroma","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Hydroperla","Hydroperla","Hydroperla","Hydroperla",103106,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Perlodidae","Perlodinae","","Perlodini","","","Hydroperla","","","","",NA,NA,"Genus","Genus","Genus","Perlodidae","Perlodidae","Perlodidae","Perlodidae","Perlodidae","Perlodidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","Hydrophilidae","Hydrophilidae","Hydrophilidae","Hydrophilidae",112811,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Hydrophilidae","Hydrophilidae","Hydrophilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Hydrophiloidea","Hydrophiloidea","Hydrophiloidea","Hydrophiloidea",112752,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","","","","","","","","","","","",NA,NA,"Superfamily","Superfamily","Superfamily","Coleoptera","Coleoptera","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Hydroporinae","Hydroporinae","Dytiscidae","Hydroporinae",678402,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Dytiscidae","Hydroporinae","","","","","","","","","",NA,NA,"Family","Subfamily","Subfamily","Dytiscidae","Hydroporinae","Hydroporinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Hydroporini","Hydroporini","Dytiscidae","Hydroporini",728229,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Dytiscidae","Hydroporinae","","Hydroporini","","","","","","","",NA,NA,"Family","Tribe","Tribe","Dytiscidae","Hydroporinae","Hydroporinae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Hydroporus","Hydroporus","Dytiscidae","Hydroporus",112390,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Dytiscidae","Hydroporinae","","Hydroporini","","","Hydroporus","","","","",NA,NA,"Family","Genus","Genus","Dytiscidae","Hydroporus","Hydroporus",NA,"Hydroporus","Hydroporus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Hydropsyche","Hydropsyche","Hydropsyche","Hydropsyche (Hydropsyche)",598727,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","Hydropsychidae","Hydropsychinae","","","","","Hydropsyche","","Hydropsyche","","",NA,NA,"Genus","Genus","Subgenus","Hydropsyche","Hydropsyche","Hydropsyche","Hydropsyche","Hydropsyche","Hydropsyche","Hydropsyche","Hydropsyche","Hydropsyche",NA,NA,NA,"Hydropsyche","Hydropsyche","Hydropsyche"
"627","Hydropsyche","Hydropsyche","Hydropsyche","Hydropsyche",115453,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","Hydropsychidae","Hydropsychinae","","","","","Hydropsyche","","","","",NA,NA,"Genus","Genus","Genus","Hydropsyche","Hydropsyche","Hydropsyche","Hydropsyche","Hydropsyche","Hydropsyche","Hydropsyche","Hydropsyche","Hydropsyche",NA,NA,NA,"Hydropsyche","Hydropsyche","Hydropsyche"
"628","Hydropsychidae","Hydropsychidae","Hydropsychidae","Hydropsychidae",115398,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","Hydropsychidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Hydropsychidae","Hydropsychidae","Hydropsychidae","Hydropsychidae","Hydropsychidae","Hydropsychidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Hydropsychinae","Hydropsychinae","Hydropsychinae","Hydropsychinae",598191,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","Hydropsychidae","Hydropsychinae","","","","","","","","","",NA,NA,"Subfamily","Subfamily","Subfamily","Hydropsychidae","Hydropsychidae","Hydropsychidae","Hydropsychidae","Hydropsychidae","Hydropsychidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Hydropsychoidea","Hydropsychoidea","Hydropsychoidea","Hydropsychoidea",598158,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","","","","","","","","","","","",NA,NA,"Superfamily","Superfamily","Superfamily","Trichoptera","Trichoptera","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Hydroptila","Hydroptila","Hydroptila","Hydroptila",115641,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydroptiloidea","Hydroptilidae","Hydroptilinae","","Hydroptilini","","","Hydroptila","","","","",NA,NA,"Genus","Genus","Genus","Hydroptila","Hydroptila","Hydroptila",NA,NA,NA,"Hydroptila","Hydroptila","Hydroptila",NA,NA,NA,"Hydroptila","Hydroptila","Hydroptila"
"632","Hydroptilidae","Hydroptilidae","Hydroptilidae","Hydroptilidae",115629,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydroptiloidea","Hydroptilidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Hydroptilidae","Hydroptilidae","Hydroptilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Hydroptilidae sp. AJF#01","Hydroptilidae","Hydroptilidae","Hydroptilidae sp. AJF#01",-210,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydroptiloidea","Hydroptilidae","","","","","","","","","Hydroptilidae sp. AJF#01","",NA,NA,"Family","Family","Species","Hydroptilidae","Hydroptilidae","Hydroptilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Hydroptilidae sp. AJF#02","Hydroptilidae","Hydroptilidae","Hydroptilidae sp. AJF#02",-211,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydroptiloidea","Hydroptilidae","","","","","","","","","Hydroptilidae sp. AJF#02","",NA,NA,"Family","Family","Species","Hydroptilidae","Hydroptilidae","Hydroptilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Hydroptilidae sp. RAI # 0001","Hydroptilidae","Hydroptilidae","Hydroptilidae sp. RAI # 0001",-133,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydroptiloidea","Hydroptilidae","","","","","","","","","Hydroptilidae sp. RAI # 0001","",NA,NA,"Family","Family","Species","Hydroptilidae","Hydroptilidae","Hydroptilidae sp. RAI # 0001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Hydrosmittia","Orthocladiinae","Chironomidae","Hydrosmittia",-196,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Hydrosmittia","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Orthocladiinae","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Hydrovatus","Hydrovatus","Dytiscidae","Hydrovatus",112257,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Dytiscidae","Hydroporinae","","Hydrovatini","","","Hydrovatus","","","","",NA,NA,"Family","Genus","Genus","Dytiscidae","Hydrovatus","Hydrovatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Hydrovolzia","Acari","Acari","Hydrovolzia",83119,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Hydrovolziidae","","","","","","Hydrovolzia","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Hydrozetes","Acari","Acari","Hydrozetes",553094,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Sarcoptiformes","Oribatida","Brachypylina","Hydrozetoidea","Hydrozetidae","","","","","","Hydrozetes","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Oribatida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Hydrozoa","Hydrozoa","Hydrozoa","Hydrozoa",48739,"Cnidaria","","","Hydrozoa","","","","","","","","","","","","","","","","","","",NA,NA,"Class","Class","Class","Hydrozoa","Hydrozoa","Hydrozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Hydryphantes","Acari","Acari","Hydryphantes",83213,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Hydryphantidae","","","","","","Hydryphantes","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Hydryphantidae","Acari","Acari","Panisus",895807,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Hydryphantidae","","","","","","","","","Panisus","","Acari",FALSE,"Subclass","Subclass","Family","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Hydryphantidae","Acari","Acari","Hydryphantidae",83212,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Hydryphantidae","","","","","","","","","","","Acari",FALSE,"Subclass","Subclass","Family","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Hygrobates","Acari","Acari","Hygrobates",83297,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Hygrobatidae","","","","","","Hygrobates","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Hygrobates",NA,NA,"Hygrobatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Hygrobatidae","Acari","Acari","Hygrobatidae",83281,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Hygrobatidae","","","","","","","","","","","Acari",FALSE,"Subclass","Subclass","Family","Acari","Acari","Hygrobatidae",NA,NA,"Hygrobatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Hygrotus","Hygrotus","Dytiscidae","Hygrotus",112200,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Dytiscidae","Hydroporinae","","Hygrotini","","","Hygrotus","","","","",NA,NA,"Family","Genus","Genus","Dytiscidae","Hygrotus","Hygrotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Ilybiosoma","Ilybiosoma","Dytiscidae","Ilybiosoma",728239,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Dytiscidae","Agabinae","","Agabini","","","Ilybiosoma","","","","",NA,NA,"Family","Genus","Genus","Dytiscidae","Dytiscidae","Dytiscidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Ilybius","Ilybius","Dytiscidae","Ilybius",112181,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Dytiscidae","Agabinae","","Agabini","","","Ilybius","","","","",NA,NA,"Family","Genus","Genus","Dytiscidae","Dytiscidae","Dytiscidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Ilyodrilus","Tubificidae","Oligochaeta","Ilyodrilus templetoni",68662,"Annelida","","","Clitellata","Oligochaeta","","","Haplotaxida","Tubificina","","","Tubificidae","","","","","","Ilyodrilus","","","templetoni","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Tubificidae","Ilyodrilus","Oligochaeta","Tubificidae","Tubificidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Ilyodrilus","Tubificidae","Oligochaeta","Ilyodrilus",68660,"Annelida","","","Clitellata","Oligochaeta","","","Haplotaxida","Tubificina","","","Tubificidae","","","","","","Ilyodrilus","","","","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Tubificidae","Ilyodrilus","Oligochaeta","Tubificidae","Tubificidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Integripalpia","Integripalpia","Integripalpia","Integripalpia",-204,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","Integripalpia","","","","","","","","","","","","","",NA,NA,"Suborder","Suborder","Suborder","Trichoptera","Trichoptera","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
